17262	450	18472	6777	107879	25612	41762	9236	8538	54497	45881	649	2770	117455	33558	18957	9662	9464	38802	2226	50988	96805	61833	23531	14793	13236	493	13648	8376	4492	159152	7493	371101	27826	2556	34566	6338	4131	74392	14635	11131	4866	22211	51644	9264	975	42533	21071	1951	17707	891	1746236
17689	455	19258	7013	111534	26098	42022	9422	8717	55424	46331	651	2803	118917	34211	19244	9690	9704	39577	2282	52015	97090	62225	24190	15229	13400	505	13905	8517	4492	159922	7624	372473	28736	2579	35033	6418	4185	75115	14819	11394	4960	22667	52489	9533	977	43611	21349	1989	18230	898	1769316
18200	484	19936	7253	113867	26378	42201	9498	8801	56163	47063	652	2839	120260	34574	19552	9700	9704	39916	2325	52778	97260	62711	24850	15523	13560	515	14101	8628	4651	160760	7689	373682	29514	2626	35513	6418	4243	75663	14928	11861	4993	23274	53022	9797	981	44607	21702	2010	18403	903	1788235
18525	492	20129	7443	116306	26577	42740	9605	8857	56830	47902	652	2839	121234	34830	19699	9920	10046	40341	2349	53327	97774	62928	25208	15752	13785	519	14345	8702	4685	161246	7800	374818	30153	2648	35984	6573	4302	76045	14991	12148	5034	23877	54302	9999	983	45398	22239	2028	18543	910	1806075
18734	512	21264	7818	118727	26788	42979	9685	8886	57447	48207	653	2933	122848	35237	20019	9965	10185	40746	2377	54175	98228	63240	25508	16041	14060	523	14616	8858	4749	161904	8024	375887	30966	2681	36350	6692	4335	76590	15112	12419	5067	24521	56065	10202	988	46239	22516	2056	18917	912	1826165
18954	541	22356	8067	120948	27060	43091	9712	9016	58764	48894	653	2933	123830	35712	20300	10092	10410	41133	2418	54982	98697	63657	25870	16322	14314	525	14885	8951	4795	162445	8140	376676	32198	2707	36792	6805	4399	77133	15219	12470	5162	24874	57146	10497	990	46905	22764	2077	19400	915	1845321
19262	559	22886	8425	123978	27360	43239	9746	9120	60183	49859	655	2990	124759	36096	20806	10167	10705	41562	2446	55858	99079	63979	26273	16560	14591	539	15139	9129	4876	162923	8353	377888	33454	2747	37282	6907	4474	77677	15325	12526	5247	25101	65153	10813	1026	47856	23024	2102	19892	921	1873255
19910	572	24439	8651	127107	27615	43460	9773	9199	61488	50621	664	3111	125915	36578	21154	10306	10977	41989	2482	56770	99419	64821	26980	16769	14754	541	15406	9309	4953	163748	8672	379011	34771	2818	37758	7007	4570	78149	15441	13458	5277	25611	68327	11252	1027	48532	23483	2119	20249	933	1899694
20355	586	25451	9101	129914	27848	43818	9845	9269	62758	51359	673	3139	126890	36997	21478	10361	11287	42486	2524	57482	99571	64914	27501	17039	15039	540	15572	9491	5019	164314	8800	380066	35721	2862	38111	7059	4570	78885	15441	13538	5367	26079	69411	11798	1046	49397	23767	2136	20571	939	1919963
20777	595	26989	9426	132449	28001	43968	9942	9332	63938	51898	675	3139	127757	37397	21712	10406	11287	42816	2570	57973	99725	64969	27886	17270	15132	545	15664	9669	5043	164593	8940	380923	36834	2881	38476	7150	4662	79314	15441	14302	5438	26505	69785	12066	1063	50681	24078	2144	20835	947	1937789
